Age,Tenure,NumProducts,SaccoScore,MonthsInactive,BranchVisits,UtilizationRate,Education_Ord,EmploymentStatus_TE,Balance_RobustScaler,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,Churn
47,11,2,15,8,10,0.74,3.0,0.27391304347826084,-0.04428079512624816,0,0,1,0
50,99,1,15,7,6,0.64,1.0,0.2770060128550695,-0.004148725814499288,0,0,1,0
47,65,1,7,6,6,0.94,3.0,0.27391304347826084,-0.2800713322122226,1,1,0,0
37,123,1,21,8,18,0.71,2.0,0.2767747230201067,-0.5829560364422597,1,0,0,0
18,52,2,16,6,10,0.86,2.0,0.2641112047177759,-0.2779461497237263,1,1,0,0
38,31,1,14,9,9,0.63,1.0,0.2733843537414966,-0.0011673103813624576,0,0,1,0
24,164,2,15,19,10,0.86,1.0,0.2641112047177759,0.3992848298930017,1,0,0,0
35,32,1,11,6,15,0.94,2.0,0.2770060128550695,0.33515975828359174,1,0,1,1
46,146,4,14,8,12,0.59,2.0,0.2719186785260483,1.1470349084323546,0,0,0,0
37,4,1,12,4,9,0.77,2.0,0.27391304347826084,-0.5637000351117106,1,0,1,0
38,140,2,14,10,13,0.68,3.0,0.2767747230201067,0.4904397587763877,1,0,1,1
46,19,1,17,7,8,0.66,3.0,0.2719186785260483,-0.5990889435071055,1,0,1,0
28,89,3,14,1,7,0.76,1.0,0.2627646326276463,-0.3175361435021775,0,1,0,0
54,65,1,13,6,10,0.68,1.0,0.2765167148163434,-0.08909442586193089,1,1,0,1
31,117,2,10,11,9,0.82,1.0,0.2765167148163434,-0.6352971251516888,0,0,1,1
31,105,1,13,14,11,0.54,2.0,0.265988987717069,0.036630138167661495,1,1,0,0
33,5,1,19,5,9,0.61,1.0,0.2770060128550695,0.9517953172065862,0,0,1,0
45,177,1,13,14,14,0.87,1.0,0.27391304347826084,0.1318691133985056,1,0,1,1
32,71,2,17,9,14,0.54,2.0,0.2765167148163434,-0.6075219140194285,0,1,0,1
39,114,1,21,14,7,0.75,3.0,0.2723334021043945,-0.20154429927497397,0,0,0,1
45,33,1,16,6,10,1.0,1.0,0.2770060128550695,0.3595223575357739,1,0,1,1
33,92,3,16,4,12,0.7,3.0,0.2765167148163434,-0.4043544681191827,1,0,1,0
35,154,1,22,3,14,0.68,3.0,0.27391304347826084,-0.2868965559723788,1,0,1,0
31,11,2,9,8,10,0.7,3.0,0.27391304347826084,1.4606317643942615,0,1,0,1
40,106,1,20,10,6,0.67,1.0,0.2765167148163434,0.6225891498654051,1,1,0,0
30,73,3,7,9,15,0.85,1.0,0.2767747230201067,-0.5285267249397865,1,0,1,0
50,41,4,16,7,8,0.98,2.0,0.27391304347826084,1.2560044105236572,0,0,1,0
33,14,3,13,10,4,0.52,2.0,0.265988987717069,-0.44491157392863084,1,0,1,0
33,91,1,19,7,6,0.68,3.0,0.2723334021043945,1.5498894289111058,0,1,0,0
44,6,4,10,8,14,0.75,1.0,0.265988987717069,1.0333468852216658,1,0,1,0
39,147,1,14,5,7,0.77,3.0,0.2770060128550695,0.4159043729479669,0,1,0,0
56,175,2,11,9,10,0.58,2.0,0.2767747230201067,1.283249866021104,0,0,1,0
31,174,1,16,12,10,0.74,3.0,0.2719186785260483,-0.4938523706564658,0,0,0,0
40,94,3,16,12,16,0.96,2.0,0.2719186785260483,2.1388455639125517,1,1,0,0
35,22,1,16,7,9,0.66,1.0,0.27474402730375425,0.1247112523792804,1,1,0,0
57,11,1,15,12,5,0.71,2.0,0.2765167148163434,-0.34624150696998257,1,1,0,0
32,25,1,16,12,11,0.79,3.0,0.27474402730375425,-0.17619610814406889,0,1,0,1
62,115,2,13,9,9,0.71,2.0,0.27474402730375425,2.035687665933633,0,0,1,0
39,15,4,15,7,16,0.76,1.0,0.2770060128550695,0.7941991757987914,1,0,1,1
35,77,1,19,10,10,0.67,2.0,0.2767747230201067,0.9972434227141969,0,0,1,1
30,145,4,16,7,12,0.62,1.0,0.2770060128550695,2.1388455639125517,1,1,0,0
28,32,1,16,6,8,0.56,2.0,0.27621483375959077,-0.36016915220618584,1,0,1,0
35,66,2,18,9,16,0.92,3.0,0.265988987717069,0.10754963379101756,0,0,1,0
30,42,3,26,6,13,0.67,3.0,0.2765167148163434,1.1707630329126089,0,1,0,0
40,72,2,29,6,13,0.51,3.0,0.2770060128550695,-0.6008137292948706,1,1,0,1
46,15,2,11,8,15,0.92,3.0,0.26641414141414144,-0.4454228497157183,0,1,0,0
35,108,4,20,9,10,0.57,1.0,0.2770060128550695,0.544234595506933,0,0,1,0
37,61,4,13,7,10,0.51,3.0,0.2723334021043945,1.7061550212826246,0,0,1,1
39,78,2,16,13,10,0.5,3.0,0.2733843537414966,-0.45167519819636687,1,0,1,0
22,123,3,15,10,8,0.99,2.0,0.2765167148163434,-0.5292166392548925,1,1,0,0
38,14,1,21,7,14,0.9,1.0,0.2765167148163434,-0.3723104121622038,0,0,1,1
37,136,2,14,6,5,0.61,2.0,0.2770060128550695,0.36768429028144806,1,1,0,0
45,101,1,15,9,9,0.83,3.0,0.27391304347826084,0.3568858992601901,0,1,0,0
40,76,3,14,14,9,0.85,3.0,0.2641112047177759,0.008657808659656645,0,1,0,0
29,37,4,11,8,10,0.98,3.0,0.2641112047177759,-0.5634043575480938,0,0,1,0
45,70,4,13,6,8,0.78,3.0,0.2641112047177759,2.1388455639125517,1,1,0,0
31,8,2,14,7,9,0.9,3.0,0.2770060128550695,-0.5784962331910385,1,0,1,1
23,111,3,20,11,8,0.61,1.0,0.27391304347826084,0.6572696640979678,0,0,1,0
49,22,4,15,4,14,0.85,3.0,0.26641414141414144,-0.5558584197266214,1,1,0,1
41,58,3,13,6,16,0.64,2.0,0.2767747230201067,-0.4029992792859387,1,0,0,0
45,3,1,23,11,5,0.57,2.0,0.27812113720642767,2.1388455639125517,1,1,0,0
36,59,1,12,8,11,0.57,1.0,0.2733843537414966,-0.398373157405183,0,0,1,1
30,151,2,15,9,11,0.57,2.0,0.2723334021043945,-0.33375528985641156,1,1,0,0
68,63,4,12,3,9,0.78,3.0,0.265988987717069,0.839296164199607,0,0,1,0
25,162,1,16,10,9,0.56,2.0,0.2733843537414966,-0.44517029179679557,1,1,0,0
23,119,3,17,10,8,0.92,2.0,0.2723334021043945,-0.6122650749357825,0,1,0,0
48,148,1,16,13,12,0.81,2.0,0.2765167148163434,-0.3373157405182981,1,0,1,0
33,174,4,13,6,8,0.54,1.0,0.2655860349127182,0.06895755178977325,0,0,1,1
43,78,1,14,5,10,0.8,2.0,0.2765167148163434,0.06157177264859338,1,1,0,0
21,8,1,13,9,8,0.73,2.0,0.265988987717069,-0.048869957311551755,1,0,0,1
18,155,1,18,10,12,0.67,2.0,0.2765167148163434,-0.25135364884593353,0,0,1,0
31,3,1,18,6,13,0.57,3.0,0.2767747230201067,-0.04930731370773505,1,0,1,0
27,134,2,13,6,12,0.62,2.0,0.2770060128550695,-0.3091894122792428,0,0,1,0
38,13,1,14,6,10,0.59,1.0,0.2719186785260483,-0.3432785713845718,0,0,1,1
34,128,2,14,6,5,0.67,3.0,0.2641112047177759,-0.1787586470287485,1,0,1,0
34,60,2,16,3,13,0.64,3.0,0.2767747230201067,-0.12757562877681888,1,1,0,0
30,104,1,15,11,11,0.89,1.0,0.27474402730375425,0.19630218247001643,0,1,0,0
37,174,2,17,11,5,0.59,2.0,0.27391304347826084,2.1388455639125517,0,0,1,0
45,124,4,13,8,5,0.58,1.0,0.27391304347826084,0.03135722161649388,1,0,1,0
43,84,2,20,2,4,0.58,3.0,0.27812113720642767,0.7843432570115623,1,0,1,0
35,86,3,14,14,9,0.57,3.0,0.27391304347826084,2.1388455639125517,0,0,0,0
47,107,2,11,3,7,0.86,2.0,0.2723334021043945,0.1868405004342764,0,1,0,0
30,59,1,13,6,10,0.61,1.0,0.2719186785260483,-0.2556409735183782,1,1,0,1
44,169,2,13,14,7,0.69,2.0,0.2723334021043945,-0.3135691361903178,0,1,0,1
41,48,1,18,4,10,0.81,1.0,0.27391304347826084,0.21603249989220089,1,0,1,0
31,56,2,16,7,8,0.62,2.0,0.2719186785260483,1.589799740050142,0,0,0,0
35,35,2,10,5,11,0.72,1.0,0.2767747230201067,-0.6044665791953874,0,1,0,0
41,29,1,18,8,11,0.64,1.0,0.2765167148163434,-0.5206543098084871,1,1,0,0
32,125,2,19,4,16,0.61,2.0,0.2765167148163434,-0.3324185808708936,0,0,1,0
37,123,2,13,12,11,0.82,2.0,0.27474402730375425,-0.17617762829634284,1,0,1,0
40,156,1,13,6,11,0.63,3.0,0.2723334021043945,-0.16213910397378326,1,1,0,1
39,150,3,11,12,12,0.79,2.0,0.2719186785260483,-0.18324925002617978,0,0,1,1
43,129,1,20,7,14,0.56,3.0,0.2770060128550695,1.035071671009431,0,1,0,0
31,140,4,9,7,11,0.9,2.0,0.265988987717069,-0.4378091524525838,0,1,0,0
30,87,1,7,10,12,0.65,2.0,0.2770060128550695,-0.482105347451937,1,1,0,0
45,89,3,17,8,9,0.89,1.0,0.2770060128550695,-0.3752856676460986,0,1,0,0
36,104,1,15,7,10,0.59,2.0,0.2723334021043945,-0.07905986854668318,1,1,0,1
21,18,2,14,6,8,0.63,1.0,0.26641414141414144,-0.07402719001595427,0,0,1,0
19,167,3,16,13,14,0.83,3.0,0.2770060128550695,0.01737413683711246,1,0,1,0
18,128,2,20,10,10,0.68,2.0,0.27391304347826084,1.9593843746727526,1,1,0,0
31,177,2,16,7,8,0.81,1.0,0.2767747230201067,0.27060965017648253,1,0,0,0
34,141,1,24,10,6,0.95,1.0,0.2641112047177759,1.1518088690949186,0,0,1,1
43,14,1,12,9,13,0.89,1.0,0.2719186785260483,0.18922440079093747,1,1,0,0
18,79,3,9,9,14,0.67,1.0,0.2719186785260483,0.8240564497748538,1,0,1,0
22,51,1,13,8,14,0.96,3.0,0.2770060128550695,0.019092762675635554,0,0,1,0
35,77,2,14,6,7,0.86,2.0,0.2765167148163434,0.8267113878981637,0,0,1,0
41,63,3,11,12,7,0.98,1.0,0.27474402730375425,-0.5134594890938099,1,0,1,1
19,66,1,13,9,12,0.95,2.0,0.27621483375959077,-0.5364237798680539,0,0,0,1
34,32,4,23,3,15,0.98,2.0,0.26641414141414144,0.020066034655874435,0,0,1,0
39,164,3,20,7,10,0.89,2.0,0.27391304347826084,0.8013262370718065,0,1,0,1
26,166,1,20,10,13,0.7,1.0,0.27621483375959077,-0.13976000837753097,0,1,0,0
23,9,3,18,2,9,0.94,1.0,0.2723334021043945,0.43243151676430186,1,1,0,1
45,92,2,13,3,10,0.62,1.0,0.27391304347826084,1.7324764843937686,1,0,1,0
51,158,2,23,11,8,0.63,1.0,0.2733843537414966,-0.5756749764381941,1,0,1,0
34,127,1,12,7,8,0.85,3.0,0.2723334021043945,-0.5686218345560833,1,1,0,0
25,85,2,8,10,14,0.86,3.0,0.2767747230201067,1.4305527322454863,1,1,0,0
18,88,1,17,7,6,0.85,2.0,0.27621483375959077,0.7234644786526959,1,0,1,0
43,119,1,17,7,7,0.86,1.0,0.2770060128550695,-0.33198738442395237,1,0,0,0
33,126,3,15,11,6,0.57,2.0,0.2719186785260483,-0.10103240749296226,0,0,1,0
55,22,1,16,5,8,0.91,1.0,0.2765167148163434,2.0127172152101465,0,1,0,1
36,112,1,12,7,15,0.95,2.0,0.2767747230201067,0.5394421549966428,1,0,1,0
34,140,1,7,10,10,0.54,1.0,0.2723334021043945,0.0002125182488496295,1,1,0,0
59,3,1,17,12,9,1.0,2.0,0.265988987717069,-0.024710636384356194,0,1,0,1
53,156,1,13,14,10,0.73,3.0,0.2767747230201067,0.26625456606237563,0,1,0,0
33,45,1,14,6,11,0.86,2.0,0.2723334021043945,-0.3520256993082377,1,0,1,1
27,146,3,20,12,9,0.74,1.0,0.2723334021043945,0.7952771669161446,1,0,1,0
46,32,1,16,12,17,0.9,2.0,0.2733843537414966,0.8474457770467971,0,1,0,0
23,56,2,16,9,6,0.57,1.0,0.2770060128550695,0.2287651149754526,1,1,0,0
43,123,1,12,9,14,0.8,2.0,0.2723334021043945,1.1616771077806318,1,1,0,1
51,91,1,17,8,8,0.67,3.0,0.27391304347826084,1.604977854982475,1,0,1,0
39,108,3,14,6,11,0.56,2.0,0.2723334021043945,-0.5716402096846722,0,0,1,1
36,170,2,9,11,16,0.92,2.0,0.2770060128550695,1.1842348419049027,1,1,0,1
36,84,3,19,13,11,0.92,2.0,0.2723334021043945,0.3477198947880669,1,1,0,0
37,20,1,12,9,10,0.82,1.0,0.27391304347826084,-0.05236880848101812,1,0,1,0
44,122,1,13,6,8,0.61,3.0,0.2765167148163434,-0.08623620941363443,1,1,0,1
40,45,4,19,2,13,0.97,2.0,0.2767747230201067,1.2303667017783773,1,1,0,1
26,91,2,13,4,5,0.87,2.0,0.2723334021043945,1.863597163959369,1,0,1,1
51,36,3,12,8,9,0.87,1.0,0.2770060128550695,0.03066114735214582,0,0,0,0
37,61,4,16,11,6,0.95,2.0,0.2767747230201067,2.09211280099052,1,0,1,0
53,160,2,15,10,11,0.98,3.0,0.265988987717069,0.24484874244636223,1,1,0,0
40,81,3,11,4,6,0.72,2.0,0.2765167148163434,-0.27094228743555154,1,1,0,0
41,83,2,12,7,8,0.67,2.0,0.2733843537414966,-0.6013804446251363,1,0,0,1
48,162,2,18,7,13,0.71,2.0,0.2719186785260483,-0.5612853350088395,1,0,0,0
35,55,2,12,2,9,0.8,1.0,0.2719186785260483,0.7267354117002076,1,1,0,0
28,154,1,15,6,11,0.65,1.0,0.2641112047177759,-0.29114076100012937,1,0,1,0
39,162,4,22,5,11,0.73,1.0,0.27391304347826084,0.09891338495370798,1,1,0,1
41,17,4,18,10,13,0.54,2.0,0.27474402730375425,0.8185248153555215,0,0,1,0
39,173,2,16,11,14,0.89,1.0,0.2627646326276463,-0.3642100789089498,0,1,0,1
36,97,2,17,6,13,0.88,2.0,0.2767747230201067,-0.6068135198565964,1,1,0,0
29,123,2,13,4,7,0.71,1.0,0.2767747230201067,-0.1902099926696604,0,0,0,0
28,145,1,18,7,7,0.79,1.0,0.2641112047177759,-0.6085321456951195,1,0,1,0
21,10,1,19,7,11,0.84,1.0,0.27391304347826084,0.6446540880503144,1,1,0,0
26,152,1,24,11,6,0.83,3.0,0.2765167148163434,1.870699585435416,0,1,0,1
31,135,4,17,4,6,0.98,2.0,0.26641414141414144,0.2570208021485903,1,0,1,0
43,20,1,21,8,7,0.74,2.0,0.27474402730375425,-0.38955211009061286,1,1,0,1
46,144,4,15,6,16,0.79,2.0,0.27391304347826084,2.0120211409457984,0,1,0,0
33,124,3,13,10,7,0.73,1.0,0.2765167148163434,-0.2931489044530273,0,1,0,1
33,134,3,14,4,9,0.61,3.0,0.2723334021043945,0.11518181090187816,0,0,1,0
19,103,2,7,11,11,0.55,2.0,0.265988987717069,-0.032749370145190006,0,1,0,0
47,15,2,11,6,10,0.86,2.0,0.2765167148163434,1.4103111390362144,0,1,0,1
45,100,1,12,11,8,0.85,1.0,0.2655860349127182,0.15212302650626158,0,0,1,0
24,63,3,21,9,11,0.81,3.0,0.2770060128550695,0.8899617467152071,0,1,0,0
35,52,1,16,7,11,0.66,3.0,0.27391304347826084,-0.3459519893556077,0,0,1,0
24,44,3,20,12,5,0.88,3.0,0.2767747230201067,0.09688676165308398,0,0,1,0
48,113,3,17,9,13,0.79,1.0,0.2767747230201067,0.5347113139787728,1,0,1,0
34,78,1,19,8,8,0.6,2.0,0.2723334021043945,-0.4422381559575949,0,1,0,0
24,5,2,10,5,12,0.74,3.0,0.2770060128550695,-0.4489525006313948,0,1,0,0
42,30,1,11,12,7,0.86,1.0,0.2765167148163434,2.1388455639125517,1,0,1,1
34,131,2,17,10,19,0.62,3.0,0.2723334021043945,-0.4998028816242554,1,1,0,1
37,69,1,14,10,12,0.55,2.0,0.265988987717069,2.0839323883971197,0,0,1,1
22,123,3,22,11,13,0.62,1.0,0.26641414141414144,-0.2941960958241704,0,1,0,0
38,129,1,18,7,5,0.93,1.0,0.2765167148163434,0.17075071301412476,0,0,1,0
36,119,1,19,9,10,0.56,3.0,0.2641112047177759,0.6867573411195091,1,0,1,0
27,98,3,19,12,4,0.86,2.0,0.2765167148163434,-0.4466178798686699,0,1,0,0
34,1,2,11,5,10,0.67,2.0,0.2770060128550695,0.01242769759577181,1,0,1,0
31,123,2,16,9,8,0.62,3.0,0.27474402730375425,1.9298966976512113,0,0,1,0
34,111,2,21,7,10,0.67,1.0,0.2770060128550695,-0.6101398924472863,0,1,0,0
39,130,1,25,12,11,0.72,1.0,0.2723334021043945,-0.3296034840672913,1,1,0,1
53,68,4,10,9,10,0.69,2.0,0.2767747230201067,-0.520247753158514,0,1,0,0
44,175,3,15,13,7,0.64,2.0,0.27391304347826084,-0.4159105328972089,0,1,0,0
34,11,4,20,11,11,0.8,2.0,0.27391304347826084,1.0798914616943556,0,0,1,0
22,105,4,21,4,8,0.75,1.0,0.2765167148163434,-0.07844387362248136,1,0,1,0
18,117,1,9,10,8,0.68,2.0,0.2641112047177759,1.96999796721675,0,1,0,1
39,75,2,14,5,9,0.7,1.0,0.2770060128550695,-0.40788411903485916,0,0,1,0
45,177,1,19,5,12,0.79,2.0,0.2733843537414966,-0.3591589205304948,1,1,0,0
63,51,3,16,8,9,0.73,2.0,0.2767747230201067,-0.0063231878969317295,1,0,1,0
43,172,2,16,10,5,0.87,1.0,0.265988987717069,-0.34991283671822543,1,0,1,0
38,11,1,18,5,12,0.88,3.0,0.2767747230201067,-0.5561848970364485,1,0,1,0
35,90,1,13,7,9,0.91,2.0,0.27391304347826084,0.905829775962646,1,1,0,0
34,54,2,19,7,6,0.9,1.0,0.2641112047177759,-0.00895348622327352,1,0,1,1
36,23,3,15,13,8,0.97,1.0,0.27621483375959077,0.01078299114815294,0,0,1,0
31,156,2,15,6,6,0.66,2.0,0.2765167148163434,-0.24369683193810482,1,1,0,0
39,177,2,14,7,7,0.65,1.0,0.2765167148163434,0.4383081083411873,1,0,1,0
19,169,2,17,8,10,0.96,3.0,0.2765167148163434,-0.178598488348456,1,0,1,0
28,41,2,16,4,11,0.86,1.0,0.26641414141414144,0.5080818534055279,0,1,0,0
32,158,3,20,5,13,0.7,3.0,0.2733843537414966,-0.3945847886213418,0,1,0,0
36,160,2,19,2,14,0.61,2.0,0.2719186785260483,0.14856257584437504,1,0,1,0
44,131,1,14,4,8,0.98,2.0,0.2723334021043945,-0.6020518790925162,0,0,1,0
26,21,3,11,4,11,0.65,2.0,0.27391304347826084,-0.49673522690173033,1,1,0,0
41,73,1,9,9,14,0.69,3.0,0.27391304347826084,0.25049125595205096,1,1,0,0
39,33,1,20,10,8,0.68,2.0,0.2719186785260483,0.1899389549030116,1,1,0,1
47,134,1,10,6,10,0.6,1.0,0.2719186785260483,-0.47188599165942874,0,0,0,1
35,113,1,16,9,12,0.69,2.0,0.26641414141414144,-0.23836231589451704,0,1,0,0
47,135,1,16,7,4,0.96,1.0,0.2767747230201067,-0.4573608313467497,1,0,0,0
33,96,2,9,7,10,0.68,2.0,0.26641414141414144,0.36774588977386824,1,1,0,0
42,169,2,25,11,10,0.94,2.0,0.27391304347826084,-0.2929086664325886,1,1,0,0
44,112,1,21,9,19,0.59,3.0,0.2719186785260483,0.32455232568883635,1,1,0,0
26,27,2,21,7,6,0.83,2.0,0.2767747230201067,0.3321845027996969,0,0,1,0
18,32,3,16,5,14,0.99,2.0,0.27391304347826084,-0.6316319553526879,0,0,1,0
32,71,1,15,8,9,0.97,1.0,0.2655860349127182,2.1388455639125517,0,0,1,1
38,165,1,11,6,12,0.75,3.0,0.2655860349127182,0.490550637862744,0,1,0,1
33,122,2,16,6,4,0.81,1.0,0.2723334021043945,-0.5735189942034877,0,1,0,1
31,165,2,11,7,12,0.97,1.0,0.2765167148163434,-0.3942213516160627,0,1,0,0
18,49,1,8,6,15,0.55,1.0,0.2723334021043945,-0.4576565089103666,1,0,1,1
18,60,4,10,9,7,0.73,1.0,0.2767747230201067,0.22439155101361966,0,1,0,0
21,25,1,16,13,11,0.88,2.0,0.27391304347826084,0.38815996156191673,0,0,1,0
24,121,2,14,9,11,0.61,2.0,0.2767747230201067,-0.493581332889817,0,0,1,0
22,162,2,13,6,7,0.78,2.0,0.2733843537414966,-0.03498543172004263,1,0,1,0
34,126,2,14,5,9,0.57,1.0,0.2765167148163434,-0.31401881248498514,0,0,0,1
37,162,1,29,9,14,0.77,3.0,0.2723334021043945,-0.14999784401776528,0,0,1,0
47,14,1,17,6,12,0.78,2.0,0.2723334021043945,-0.054832788177825414,0,1,0,1
51,122,1,14,7,14,0.69,1.0,0.2770060128550695,0.7283985979955525,1,1,0,0
37,149,3,17,11,9,0.63,1.0,0.2719186785260483,-0.21743696831938106,0,1,0,0
39,72,3,13,7,14,0.56,3.0,0.2765167148163434,2.0366054983706934,1,1,0,0
61,101,2,20,14,9,0.53,3.0,0.2723334021043945,0.3478923733668435,0,1,0,0
32,83,3,18,4,12,0.9,2.0,0.2767747230201067,0.07387935123414584,0,0,1,0
22,102,2,12,6,11,0.88,2.0,0.2765167148163434,0.043510801470995876,0,1,0,0
33,179,3,14,8,10,0.99,1.0,0.2723334021043945,1.7713026444662097,1,1,0,0
46,14,2,17,5,5,0.97,2.0,0.2765167148163434,0.7110891406254812,0,1,0,0
59,102,1,12,12,7,0.75,3.0,0.2765167148163434,1.9869932671754784,1,0,1,0
19,149,4,20,10,13,0.55,1.0,0.2767747230201067,0.8439777256235409,1,0,0,0
34,100,3,15,11,13,0.75,2.0,0.27391304347826084,-0.06717116650958796,1,0,1,1
24,19,2,16,8,7,0.67,1.0,0.2641112047177759,0.06270520330912473,0,0,1,0
31,107,1,17,5,11,0.99,1.0,0.27391304347826084,-0.22736064654827245,1,1,0,1
27,16,3,13,6,8,0.92,2.0,0.2767747230201067,-0.45821706429139025,0,0,1,0
43,55,4,19,15,10,0.63,1.0,0.27474402730375425,-0.0498986688349688,1,1,0,1
33,112,1,13,11,10,0.67,2.0,0.2767747230201067,-0.40930706730976535,1,1,0,1
19,140,2,14,6,7,0.65,2.0,0.2770060128550695,-0.39019890476102476,1,1,0,0
51,68,2,16,8,18,0.8,3.0,0.2641112047177759,2.1166786785676885,0,1,0,0
32,158,1,15,10,8,0.88,2.0,0.2723334021043945,-0.628613580224099,0,1,0,0
34,155,2,15,5,13,0.85,3.0,0.2641112047177759,-0.507065461780595,1,1,0,0
28,170,3,18,9,8,0.58,2.0,0.2767747230201067,-0.17171166509587962,0,1,0,0
31,147,1,17,14,18,0.6,1.0,0.2719186785260483,-0.3647213546960373,1,1,0,0
34,108,3,17,11,17,0.58,1.0,0.2723334021043945,0.689073482034508,1,1,0,0
30,94,3,17,8,13,0.99,3.0,0.2765167148163434,1.7911561608732345,0,1,0,0
30,34,4,14,9,13,0.9,1.0,0.2767747230201067,0.7245855894147433,0,0,1,1
20,103,2,21,9,18,1.0,2.0,0.265988987717069,0.16287829788282546,1,0,1,0
48,111,1,18,9,6,0.95,2.0,0.27474402730375425,2.1388455639125517,0,0,1,1
36,123,3,24,6,23,0.67,2.0,0.2770060128550695,0.06383247402041407,1,1,0,1
39,47,2,15,2,11,0.71,3.0,0.2767747230201067,-0.05549190274672137,1,0,1,1
51,52,1,16,10,14,0.62,1.0,0.2770060128550695,-0.3138709737031767,1,0,1,0
20,86,4,5,6,9,0.54,3.0,0.27474402730375425,-0.44967321469271093,1,0,1,0
42,45,2,17,9,9,0.53,1.0,0.2641112047177759,0.6924306543714079,0,0,0,0
51,14,3,16,9,8,0.51,1.0,0.2767747230201067,1.0399257110121412,0,0,0,0
36,58,2,13,5,11,0.96,2.0,0.2765167148163434,0.13714202994967323,1,1,0,1
46,81,2,8,5,16,0.65,2.0,0.2723334021043945,0.1879554512470817,0,0,1,1
42,35,3,20,2,11,0.96,1.0,0.27621483375959077,0.554688029370638,0,1,0,0
35,106,3,13,12,8,0.71,1.0,0.2723334021043945,-0.2544829030608788,1,0,1,0
38,176,1,11,7,10,0.92,2.0,0.2765167148163434,1.569213189683317,0,0,1,0
21,154,1,17,5,11,0.91,2.0,0.2723334021043945,-0.5212087052402689,1,0,0,0
34,108,2,17,5,8,0.91,3.0,0.2767747230201067,0.9293299823209457,1,0,1,0
39,170,1,10,4,5,0.64,2.0,0.2655860349127182,0.4260929289942651,1,1,0,1
34,35,1,9,9,19,0.97,1.0,0.2655860349127182,-0.5249416344809319,0,1,0,0
24,2,2,11,5,10,0.87,1.0,0.2767747230201067,0.3569474987526103,0,0,1,1
32,178,1,16,5,6,0.98,2.0,0.26641414141414144,-0.47205847023820524,1,1,0,1
43,167,1,18,5,8,0.83,2.0,0.27621483375959077,0.5059751507647577,1,1,0,0
37,173,1,14,9,21,0.62,3.0,0.2770060128550695,0.03873684080843174,1,0,1,0
27,78,1,10,11,12,0.51,2.0,0.2723334021043945,-0.5343909966181879,0,1,0,0
22,15,1,25,10,10,0.61,1.0,0.2765167148163434,0.6568631074479946,1,0,1,0
31,135,1,14,4,13,0.96,1.0,0.2765167148163434,0.8413905469418932,1,1,0,0
49,35,2,19,5,7,0.76,3.0,0.2765167148163434,-0.06519998275214212,0,1,0,1
29,78,4,13,7,11,0.97,3.0,0.2767747230201067,2.121920795372646,1,1,0,1
38,114,1,6,6,13,0.9,2.0,0.2719186785260483,-0.5648765854169362,0,0,0,0
39,29,3,14,7,7,0.9,2.0,0.27474402730375425,-0.5016323865491349,0,1,0,1
59,124,3,15,10,4,0.6,3.0,0.2719186785260483,1.9886810932677914,0,0,1,0
31,28,2,14,9,14,0.52,2.0,0.2770060128550695,-0.45269158982129987,1,1,0,1
43,29,1,9,8,15,0.74,1.0,0.27621483375959077,-0.4749290065849857,0,0,1,0
36,100,1,7,8,9,0.56,1.0,0.2767747230201067,-0.19857520374032117,1,0,1,1
20,125,1,13,5,10,0.72,2.0,0.27391304347826084,0.4487492223064082,1,0,1,0
32,82,3,21,7,10,0.61,2.0,0.2641112047177759,0.1928094912497921,1,0,1,0
30,46,2,16,7,11,0.53,2.0,0.27391304347826084,-0.6271536722537406,0,0,0,0
45,104,3,15,8,12,0.84,2.0,0.2767747230201067,0.2967155150641559,0,1,0,1
34,105,4,20,6,6,0.88,3.0,0.2765167148163434,-0.2799912528720763,1,1,0,0
50,55,1,14,9,10,0.78,2.0,0.2770060128550695,0.40905450939084265,1,1,0,1
47,105,2,21,4,11,0.81,3.0,0.2770060128550695,0.016456304400051743,1,1,0,0
37,90,1,11,6,6,0.5,3.0,0.27391304347826084,0.5214058236160134,1,0,1,1
42,139,4,14,8,13,0.7,3.0,0.2723334021043945,0.35960243687592014,1,0,1,1
43,89,2,12,10,7,0.88,3.0,0.2723334021043945,-0.12921417527519574,0,0,1,0
41,107,2,14,10,8,0.94,3.0,0.27391304347826084,1.0578573232556563,0,0,0,0
42,47,2,7,9,8,0.81,2.0,0.2733843537414966,-0.1192781771478203,0,0,1,0
35,116,1,19,12,8,0.54,3.0,0.2770060128550695,-0.01892644404610106,0,1,0,0
38,123,2,15,6,15,0.52,2.0,0.2723334021043945,0.048974676448666064,0,1,0,0
38,58,3,10,7,16,0.89,3.0,0.27474402730375425,0.6579657383623159,0,0,1,0
35,34,1,16,3,15,0.78,1.0,0.2765167148163434,-0.3817351345024917,1,1,0,0
32,30,2,15,8,11,0.71,2.0,0.2765167148163434,2.1388455639125517,0,1,0,0
24,168,1,11,7,11,0.88,3.0,0.27391304347826084,-0.6188131009800479,0,0,1,0
26,87,1,17,7,10,0.75,2.0,0.2733843537414966,-0.2572979998644811,0,0,1,0
28,165,2,14,8,9,0.97,1.0,0.2767747230201067,-0.08458534301677355,1,0,1,0
43,153,2,11,8,11,0.8,3.0,0.2767747230201067,0.36722845403753873,1,1,0,1
